| min_x | final_x | max_x | max_abs_x | min_y | final_y | max_y | max_abs_y |
| -52 | -8 | 55 | 55 | -48 | 36 | 36 | 48 |
| -60 | -54 | 11 | 60 | -51 | -42 | 33 | 51 |
| -33 | 104 | 129 | 129 | -64 | -34 | 29 | 64 |
| -30 | 62 | 78 | 78 | -99 | -72 | 17 | 99 |
| -122 | 19 | 53 | 122 | -42 | -31 | 61 | 61 |
| -18 | 94 | 137 | 137 | -38 | -20 | 40 | 40 |
| -79 | -74 | 36 | 79 | -141 | -116 | 18 | 141 |
| -66 | -22 | 37 | 66 | -110 | -90 | 27 | 110 |
| -42 | 85 | 110 | 110 | -88 | -29 | 40 | 88 |
| -131 | -61 | 12 | 131 | -8 | 69 | 112 | 112 |
| -27 | 56 | 68 | 68 | -73 | -68 | 1 | 73 |
| -10 | 77 | 82 | 82 | -66 | -63 | 23 | 66 |
| -98 | -77 | 28 | 98 | -8 | 105 | 131 | 131 |
| -59 | -31 | 31 | 59 | -66 | 119 | 121 | 121 |
| -45 | -9 | 87 | 87 | -32 | 23 | 65 | 65 |
| -67 | -61 | 35 | 67 | -28 | 9 | 81 | 81 |
| -25 | 104 | 136 | 136 | -5 | 60 | 84 | 84 |
| 0 | 65 | 102 | 102 | -17 | 55 | 77 | 77 |
| -72 | -8 | 11 | 72 | -32 | 40 | 66 | 66 |
| -58 | 36 | 39 | 58 | -81 | -34 | 10 | 81 |
| -13 | 11 | 92 | 92 | -36 | 23 | 46 | 46 |
| -14 | 72 | 83 | 83 | -48 | 20 | 45 | 48 |
| -69 | -52 | 29 | 69 | -80 | -68 | 34 | 80 |
| -59 | -4 | 41 | 59 | -14 | 110 | 116 | 116 |
| -59 | 23 | 50 | 59 | -3 | 137 | 152 | 152 |
| -18 | 135 | 158 | 158 | -16 | 59 | 82 | 82 |
| -53 | 194 | 199 | 199 | -98 | -60 | 7 | 98 |
| -7 | 172 | 177 | 177 | -88 | -78 | 23 | 88 |
| -94 | -80 | 7 | 94 | -57 | -16 | 13 | 57 |
| -56 | -6 | 9 | 56 | -49 | 72 | 105 | 105 |
| -100 | -51 | 8 | 100 | -11 | 89 | 111 | 111 |
| -117 | -115 | 42 | 117 | -77 | -5 | 15 | 77 |
| -22 | 131 | 131 | 131 | -50 | 1 | 28 | 50 |
| -54 | -14 | 47 | 54 | -20 | -12 | 63 | 63 |
| -19 | 109 | 119 | 119 | -28 | -7 | 50 | 50 |
| -21 | 26 | 59 | 59 | -53 | -14 | 54 | 54 |
| -86 | -71 | 19 | 86 | -207 | -185 | 9 | 207 |
| -6 | 81 | 92 | 92 | -84 | 9 | 46 | 84 |
| -6 | 47 | 99 | 99 | -65 | -25 | 7 | 65 |
| -76 | -15 | 28 | 76 | -14 | 87 | 106 | 106 |
| -21 | 11 | 62 | 62 | -22 | 27 | 56 | 56 |
| -4 | 149 | 157 | 157 | -26 | 55 | 82 | 82 |
| -2 | 76 | 82 | 82 | -86 | -68 | 3 | 86 |
| -69 | 16 | 22 | 69 | -121 | -72 | 30 | 121 |
| -18 | 5 | 69 | 69 | -29 | 21 | 57 | 57 |
| -76 | -74 | 53 | 76 | -44 | 144 | 149 | 149 |
| -59 | 106 | 109 | 109 | -78 | 0 | 8 | 78 |
| -1 | 75 | 103 | 103 | -25 | 1 | 60 | 60 |
| -5 | 143 | 153 | 153 | -26 | -17 | 126 | 126 |
| -81 | -64 | 39 | 81 | -43 | -22 | 136 | 136 |
| -31 | -5 | 62 | 62 | -78 | -23 | 22 | 78 |
| -78 | -2 | 28 | 78 | -4 | 96 | 115 | 115 |
| -35 | 38 | 43 | 43 | -91 | -18 | 20 | 91 |
| -114 | -61 | 7 | 114 | -34 | 19 | 41 | 41 |
| -120 | -53 | 24 | 120 | -112 | -95 | 25 | 112 |
| -14 | 48 | 60 | 60 | -131 | -116 | 11 | 131 |
| -69 | -45 | 40 | 69 | -68 | 21 | 79 | 79 |
| -34 | 17 | 50 | 50 | -39 | -1 | 57 | 57 |
| -42 | -14 | 39 | 42 | -45 | -44 | 48 | 48 |
| -43 | 81 | 88 | 88 | -50 | 1 | 57 | 57 |
| -139 | -98 | 4 | 139 | -74 | -28 | 4 | 74 |
| -63 | -37 | 11 | 63 | -146 | -141 | 14 | 146 |
| -11 | 17 | 58 | 58 | -56 | 39 | 84 | 84 |
| -20 | 34 | 63 | 63 | -13 | 12 | 52 | 52 |
| -16 | 31 | 54 | 54 | -28 | 55 | 64 | 64 |
| -118 | -70 | 7 | 118 | -26 | 62 | 95 | 95 |
| -240 | -200 | 9 | 240 | -70 | -58 | 6 | 70 |
| -17 | 37 | 62 | 62 | -100 | -99 | 12 | 100 |
| -69 | 21 | 39 | 69 | -138 | -117 | 10 | 138 |
| -20 | -19 | 44 | 44 | -8 | 99 | 101 | 101 |
| -32 | 24 | 44 | 44 | -29 | -22 | 61 | 61 |
| -73 | -48 | 22 | 73 | -50 | -8 | 38 | 50 |
| -151 | -129 | 24 | 151 | -30 | 83 | 112 | 112 |
| -45 | 88 | 106 | 106 | -48 | -28 | 23 | 48 |
| -11 | 46 | 61 | 61 | -33 | 132 | 159 | 159 |
| -52 | -42 | 49 | 52 | -6 | 20 | 73 | 73 |
| -53 | 55 | 73 | 73 | -51 | -29 | 19 | 51 |
| -41 | -22 | 55 | 55 | -106 | -102 | 29 | 106 |
| -34 | 12 | 73 | 73 | -24 | 14 | 50 | 50 |
| -75 | -66 | 21 | 75 | -140 | -134 | 16 | 140 |
| -37 | 9 | 46 | 46 | -27 | 51 | 107 | 107 |
| -100 | -43 | 30 | 100 | -18 | 65 | 102 | 102 |
| -21 | 79 | 89 | 89 | -42 | -35 | 35 | 42 |
| -18 | 32 | 66 | 66 | -108 | -108 | 23 | 108 |
| -42 | 102 | 102 | 102 | -6 | 14 | 97 | 97 |
| -88 | -74 | 45 | 88 | -100 | -98 | 2 | 100 |
| -66 | 27 | 49 | 66 | -31 | 51 | 124 | 124 |
| -28 | 103 | 132 | 132 | -13 | 13 | 80 | 80 |
| -29 | -1 | 63 | 63 | -54 | -53 | 34 | 54 |
| -18 | 78 | 140 | 140 | -6 | 0 | 67 | 67 |
| -135 | -133 | 47 | 135 | -7 | 11 | 88 | 88 |
| 0 | 94 | 105 | 105 | -81 | -32 | 18 | 81 |
| -8 | 57 | 97 | 97 | -16 | 87 | 116 | 116 |
| -45 | -16 | 26 | 45 | -111 | -80 | 7 | 111 |
| -80 | -67 | 0 | 80 | -77 | -63 | 39 | 77 |
| -31 | -3 | 59 | 59 | -26 | 61 | 81 | 81 |
| -14 | 26 | 42 | 42 | -192 | -160 | 3 | 192 |
| -78 | -30 | 18 | 78 | -69 | -10 | 14 | 69 |
| -84 | 38 | 66 | 84 | -68 | -30 | 2 | 68 |
| -5 | 112 | 117 | 117 | -77 | -32 | 10 | 77 |
| -172 | -116 | 11 | 172 | -34 | -6 | 40 | 40 |
| -39 | 58 | 82 | 82 | -60 | -54 | 45 | 60 |
| -83 | -31 | 27 | 83 | -54 | -17 | 34 | 54 |
| -24 | 97 | 97 | 97 | -85 | -63 | 17 | 85 |
| -44 | 7 | 35 | 44 | -11 | 97 | 130 | 130 |
| -103 | -57 | 3 | 103 | -12 | 43 | 62 | 62 |
| -18 | -9 | 88 | 88 | -29 | -19 | 41 | 41 |
| -124 | -54 | 8 | 124 | -52 | 10 | 27 | 52 |
| -71 | -50 | 47 | 71 | -72 | -42 | 6 | 72 |
| -55 | -37 | 59 | 59 | -43 | 85 | 93 | 93 |
| -43 | 17 | 18 | 43 | -36 | -23 | 36 | 36 |
| -16 | 38 | 87 | 87 | -46 | 76 | 85 | 85 |
| -112 | -108 | 1 | 112 | -64 | -12 | 15 | 64 |
| -111 | -79 | 18 | 111 | -32 | 27 | 46 | 46 |
| -53 | 16 | 37 | 53 | -66 | 6 | 31 | 66 |
| -30 | -27 | 72 | 72 | -7 | 63 | 98 | 98 |
| -40 | 18 | 43 | 43 | -32 | -14 | 37 | 37 |
| -14 | 141 | 173 | 173 | -83 | 1 | 2 | 83 |
| -19 | 47 | 65 | 65 | -96 | -67 | 13 | 96 |
| -15 | 28 | 42 | 42 | -134 | -126 | 10 | 134 |
| -40 | 32 | 34 | 40 | -16 | 50 | 60 | 60 |
| -147 | -115 | 10 | 147 | -37 | 33 | 53 | 53 |
| -7 | 28 | 57 | 57 | -92 | 24 | 72 | 92 |
| -27 | 23 | 47 | 47 | -23 | 49 | 74 | 74 |
| -185 | -171 | 1 | 185 | -16 | 61 | 62 | 62 |
| -66 | -37 | 11 | 66 | -159 | -153 | 6 | 159 |
| -2 | 48 | 87 | 87 | -4 | 96 | 111 | 111 |
| -46 | -3 | 13 | 46 | -61 | -19 | 16 | 61 |
| -89 | -48 | 8 | 89 | -132 | -110 | 7 | 132 |
| -45 | 88 | 99 | 99 | -101 | -92 | 11 | 101 |
| -5 | 26 | 77 | 77 | -69 | -44 | 36 | 69 |
| -16 | 42 | 60 | 60 | -102 | -100 | 47 | 102 |
| -19 | 52 | 83 | 83 | -81 | 34 | 45 | 81 |
| -27 | 25 | 48 | 48 | -75 | -71 | 14 | 75 |
| -60 | 7 | 46 | 60 | -57 | -41 | 4 | 57 |
| -21 | 15 | 51 | 51 | 0 | 53 | 97 | 97 |
| -1 | 127 | 154 | 154 | -55 | -21 | 2 | 55 |
| -48 | -18 | 37 | 48 | -31 | 54 | 100 | 100 |
| -76 | -51 | 28 | 76 | -33 | 1 | 62 | 62 |
| -55 | 82 | 84 | 84 | -90 | -68 | 19 | 90 |
| -69 | -32 | 40 | 69 | -9 | 52 | 99 | 99 |
| -164 | -144 | 4 | 164 | -135 | -124 | 36 | 135 |
| -139 | -116 | 32 | 139 | -161 | -138 | 2 | 161 |
| -6 | 146 | 150 | 150 | -20 | -12 | 61 | 61 |
| -90 | 12 | 15 | 90 | -92 | -92 | 15 | 92 |
| -32 | 57 | 59 | 59 | -40 | -23 | 64 | 64 |
| -68 | -49 | 47 | 68 | -76 | -5 | 27 | 76 |
| -36 | 65 | 69 | 69 | -69 | -39 | 62 | 69 |
| -153 | -142 | 42 | 153 | -104 | -96 | 22 | 104 |
| -22 | 104 | 118 | 118 | -62 | 64 | 67 | 67 |
| -40 | -29 | 68 | 68 | -36 | 17 | 41 | 41 |
| -63 | -4 | 25 | 63 | 0 | 204 | 212 | 212 |
| -134 | -127 | 76 | 134 | -77 | -61 | 25 | 77 |
| -67 | -29 | 41 | 67 | -156 | -135 | 40 | 156 |
| -17 | 45 | 65 | 65 | -37 | 73 | 93 | 93 |
| -1 | 69 | 72 | 72 | -14 | 81 | 97 | 97 |
| -11 | 38 | 78 | 78 | -88 | -40 | 16 | 88 |
| -38 | 2 | 52 | 52 | -129 | -120 | 25 | 129 |
| -4 | 145 | 152 | 152 | -79 | -37 | 15 | 79 |
| -95 | -12 | 14 | 95 | -32 | 0 | 58 | 58 |
| -59 | -53 | 61 | 61 | -77 | -49 | 10 | 77 |
| -182 | -173 | 11 | 182 | -10 | 103 | 115 | 115 |
| -89 | -58 | 38 | 89 | -22 | -16 | 69 | 69 |
| -10 | 63 | 101 | 101 | -80 | -37 | 10 | 80 |
| -36 | 73 | 130 | 130 | -63 | -13 | 46 | 63 |
| -64 | -23 | 2 | 64 | -69 | 11 | 17 | 69 |
| -28 | 73 | 91 | 91 | -61 | -33 | 28 | 61 |
| -10 | 123 | 134 | 134 | -60 | -37 | 63 | 63 |
| -40 | 16 | 48 | 48 | -48 | -12 | 81 | 81 |
| -18 | -13 | 64 | 64 | -45 | 21 | 86 | 86 |
| -73 | 23 | 28 | 73 | -47 | -9 | 67 | 67 |
| -81 | -67 | 9 | 81 | -153 | -105 | 54 | 153 |
| -32 | 91 | 126 | 126 | -12 | 157 | 174 | 174 |
| -71 | -58 | 24 | 71 | -42 | 2 | 34 | 42 |
| -93 | -87 | 6 | 93 | -19 | 37 | 82 | 82 |
| -129 | -104 | 13 | 129 | -21 | 36 | 63 | 63 |
| -106 | -91 | 36 | 106 | -97 | -51 | 40 | 97 |
| -59 | -39 | 42 | 59 | -30 | 101 | 109 | 109 |
| -70 | -9 | 7 | 70 | -81 | -37 | 9 | 81 |
| -50 | 34 | 66 | 66 | -28 | -16 | 92 | 92 |
| -43 | 22 | 50 | 50 | -44 | -12 | 56 | 56 |
| -130 | -104 | 25 | 130 | -49 | -24 | 26 | 49 |
| -27 | 48 | 80 | 80 | -30 | 8 | 67 | 67 |
| -90 | -12 | 31 | 90 | -86 | -50 | 38 | 86 |
| -3 | 60 | 85 | 85 | -89 | 0 | 12 | 89 |
| -84 | -5 | 12 | 84 | -78 | -63 | 39 | 78 |
| -38 | -6 | 76 | 76 | -34 | 88 | 94 | 94 |
| -22 | 151 | 154 | 154 | -12 | 105 | 116 | 116 |
| -48 | 99 | 102 | 102 | -110 | -103 | 29 | 110 |
| -4 | 47 | 97 | 97 | -67 | -35 | 69 | 69 |
| -1 | 150 | 196 | 196 | -51 | -22 | 11 | 51 |
| -4 | 47 | 67 | 67 | -72 | -49 | 22 | 72 |
| -100 | -93 | 58 | 100 | -37 | -5 | 41 | 41 |
| -61 | -57 | 27 | 61 | -34 | 25 | 68 | 68 |
| -60 | -33 | 34 | 60 | -137 | -107 | 7 | 137 |
| -92 | -76 | 19 | 92 | -84 | -28 | 29 | 84 |
| -84 | -60 | 45 | 84 | -54 | -26 | 34 | 54 |
| -30 | 28 | 53 | 53 | -90 | 16 | 21 | 90 |
| -114 | -86 | 24 | 114 | -62 | -50 | 45 | 62 |
| -108 | -92 | 75 | 108 | -58 | 48 | 74 | 74 |
| -141 | -114 | 5 | 141 | -13 | 68 | 92 | 92 |
| -60 | -21 | 45 | 60 | -82 | -49 | 25 | 82 |
| -109 | -94 | 0 | 109 | -67 | -26 | 3 | 67 |
| -47 | -45 | 67 | 67 | -62 | 13 | 39 | 62 |
| -21 | 29 | 51 | 51 | -84 | -59 | 13 | 84 |
| -3 | 64 | 102 | 102 | -25 | 48 | 52 | 52 |
| -22 | 117 | 123 | 123 | -37 | -15 | 69 | 69 |
| -6 | 60 | 62 | 62 | -3 | 88 | 123 | 123 |
| -64 | -52 | 24 | 64 | -6 | 144 | 163 | 163 |
| -124 | -87 | 14 | 124 | -33 | 5 | 53 | 53 |
| -54 | 64 | 69 | 69 | -63 | 28 | 60 | 63 |
| -130 | -120 | 8 | 130 | -53 | -32 | 25 | 53 |
| -1 | 30 | 74 | 74 | -114 | -50 | 7 | 114 |
| -37 | 3 | 61 | 61 | -149 | -137 | 4 | 149 |
| -78 | -39 | 30 | 78 | -13 | 29 | 62 | 62 |
| -79 | -29 | 0 | 79 | -39 | 47 | 61 | 61 |
| -138 | -79 | 10 | 138 | -133 | -113 | 11 | 133 |
| -58 | 11 | 70 | 70 | -37 | -15 | 56 | 56 |
| -38 | -2 | 48 | 48 | -69 | -48 | 6 | 69 |
| -20 | 49 | 63 | 63 | -70 | -1 | 63 | 70 |
| -44 | -15 | 18 | 44 | -141 | -93 | 21 | 141 |
| -13 | 78 | 80 | 80 | -18 | 10 | 102 | 102 |
| -54 | 2 | 44 | 54 | -36 | 18 | 66 | 66 |
| -63 | -8 | 23 | 63 | -45 | 60 | 72 | 72 |
| -35 | -2 | 36 | 36 | -16 | 42 | 75 | 75 |
| -77 | -40 | 44 | 77 | -76 | -62 | 6 | 76 |
| -14 | 15 | 61 | 61 | -37 | 29 | 41 | 41 |
| -29 | 85 | 94 | 94 | -2 | 15 | 53 | 53 |
| -42 | 42 | 104 | 104 | -52 | 60 | 61 | 61 |
| -6 | 45 | 86 | 86 | -59 | -57 | 18 | 59 |
| -57 | -27 | 72 | 72 | -44 | 45 | 92 | 92 |
| -220 | -199 | 18 | 220 | -89 | -49 | 14 | 89 |
| -53 | -26 | 62 | 62 | -70 | -18 | 9 | 70 |
| -11 | 116 | 129 | 129 | -57 | 48 | 62 | 62 |
| -120 | -37 | 3 | 120 | -139 | -127 | 17 | 139 |
| -50 | 54 | 76 | 76 | -85 | -74 | 49 | 85 |
| -53 | -51 | 68 | 68 | -48 | -17 | 46 | 48 |
| -56 | -14 | 39 | 56 | -109 | -88 | 17 | 109 |
| -52 | -26 | 27 | 52 | -7 | 94 | 105 | 105 |
| -10 | 71 | 79 | 79 | -174 | -133 | 1 | 174 |
| -111 | -90 | 2 | 111 | -11 | 118 | 156 | 156 |
| -63 | 64 | 80 | 80 | -33 | 16 | 37 | 37 |
| -68 | 17 | 65 | 68 | -18 | 31 | 70 | 70 |
| -36 | -26 | 18 | 36 | -33 | -24 | 68 | 68 |
| -201 | -167 | 8 | 201 | -21 | 105 | 141 | 141 |
| -50 | 53 | 55 | 55 | -32 | 47 | 62 | 62 |
| -40 | -28 | 98 | 98 | -10 | 14 | 68 | 68 |
| -4 | 31 | 80 | 80 | -2 | 179 | 192 | 192 |
| -21 | 88 | 126 | 126 | -30 | -28 | 83 | 83 |
| -95 | -59 | 10 | 95 | -9 | 109 | 128 | 128 |
| -30 | 36 | 42 | 42 | -38 | 50 | 59 | 59 |
| -87 | -82 | 5 | 87 | -17 | -10 | 88 | 88 |
| -4 | 80 | 90 | 90 | -5 | 106 | 109 | 109 |
| -43 | -11 | 45 | 45 | -17 | 23 | 69 | 69 |
| -83 | -62 | 7 | 83 | -8 | 46 | 128 | 128 |
| -43 | 6 | 18 | 43 | -22 | 134 | 134 | 134 |
| -77 | -58 | 25 | 77 | -10 | 70 | 117 | 117 |
| -55 | -22 | 33 | 55 | -61 | 14 | 15 | 61 |
| -51 | 21 | 68 | 68 | -57 | -37 | 23 | 57 |
| -48 | -7 | 60 | 60 | -37 | -33 | 73 | 73 |
| -22 | 20 | 83 | 83 | -15 | 42 | 67 | 67 |
| -25 | 42 | 63 | 63 | -16 | 104 | 123 | 123 |
| -110 | -106 | 17 | 110 | -11 | 40 | 88 | 88 |
| -77 | -21 | 10 | 77 | -36 | 15 | 55 | 55 |
| -66 | 15 | 43 | 66 | -15 | 69 | 99 | 99 |
| -63 | -30 | 10 | 63 | -23 | 114 | 125 | 125 |
| -87 | -18 | 28 | 87 | -8 | 110 | 125 | 125 |
| -3 | 132 | 155 | 155 | -67 | -26 | 2 | 67 |
| -24 | 94 | 171 | 171 | -24 | 146 | 148 | 148 |
| -18 | 9 | 69 | 69 | -3 | 91 | 134 | 134 |
| -35 | -22 | 64 | 64 | -23 | 70 | 116 | 116 |
| -81 | -4 | 9 | 81 | -141 | -124 | 3 | 141 |
| -33 | 64 | 88 | 88 | -10 | 28 | 58 | 58 |
| -60 | -37 | 48 | 60 | -9 | 37 | 108 | 108 |
| -20 | 157 | 158 | 158 | -37 | 81 | 106 | 106 |
| -103 | -56 | 2 | 103 | -14 | 8 | 86 | 86 |
| -111 | -110 | 4 | 111 | -34 | 56 | 101 | 101 |
| -117 | -85 | 30 | 117 | -121 | -109 | 8 | 121 |
| -97 | -92 | 74 | 97 | -45 | 62 | 77 | 77 |
| -132 | -122 | 22 | 132 | -82 | -82 | 11 | 82 |
| -19 | 43 | 70 | 70 | -45 | 3 | 37 | 45 |
| -26 | 33 | 52 | 52 | -24 | 29 | 46 | 46 |
| -52 | -13 | 79 | 79 | -71 | 9 | 19 | 71 |
| -151 | -118 | 7 | 151 | -136 | -108 | 7 | 136 |
| -37 | 0 | 74 | 74 | -53 | -4 | 13 | 53 |
| -77 | -57 | 25 | 77 | -15 | 79 | 82 | 82 |
| -7 | 70 | 82 | 82 | -102 | -64 | 19 | 102 |
| -15 | 27 | 88 | 88 | -54 | 67 | 78 | 78 |
| -32 | -20 | 80 | 80 | -84 | -8 | 12 | 84 |
| -19 | -1 | 41 | 41 | -33 | -13 | 34 | 34 |
| -11 | 20 | 73 | 73 | -54 | 50 | 55 | 55 |
| -115 | -89 | 40 | 115 | -111 | -89 | 14 | 111 |
| -118 | 11 | 22 | 118 | -64 | -21 | 3 | 64 |
| -16 | 107 | 109 | 109 | -32 | 39 | 66 | 66 |
| -92 | -34 | 6 | 92 | -21 | 36 | 52 | 52 |
| -12 | 54 | 80 | 80 | -10 | 14 | 59 | 59 |
| -59 | -2 | 26 | 59 | -119 | -114 | 4 | 119 |
| -72 | 37 | 50 | 72 | -40 | 9 | 40 | 40 |
| -28 | -22 | 60 | 60 | -1 | 42 | 73 | 73 |
| -84 | -78 | 34 | 84 | -24 | 12 | 65 | 65 |
| -112 | -83 | 22 | 112 | -57 | 79 | 86 | 86 |
| -11 | 72 | 72 | 72 | -71 | -66 | 7 | 71 |
| -21 | 37 | 47 | 47 | -28 | 23 | 41 | 41 |
| -93 | 12 | 29 | 93 | -56 | -18 | 44 | 56 |
| -87 | -39 | 18 | 87 | -84 | -79 | 37 | 84 |
| -23 | 103 | 103 | 103 | -55 | 1 | 46 | 55 |
| -44 | 14 | 48 | 48 | -24 | 132 | 164 | 164 |
| -31 | 1 | 37 | 37 | -21 | 105 | 137 | 137 |
| -13 | 5 | 77 | 77 | -66 | -41 | 26 | 66 |
| -41 | 35 | 58 | 58 | -52 | -41 | 29 | 52 |
| -26 | 4 | 45 | 45 | -76 | -28 | 6 | 76 |
| -75 | 37 | 43 | 75 | -1 | 139 | 163 | 163 |
| -25 | 108 | 130 | 130 | -34 | 22 | 46 | 46 |
| -39 | 49 | 61 | 61 | -38 | 1 | 53 | 53 |
| -22 | -14 | 69 | 69 | -1 | 128 | 133 | 133 |
| -37 | 33 | 43 | 43 | -72 | -27 | 29 | 72 |
| -105 | -87 | 59 | 105 | -76 | -7 | 31 | 76 |
| -24 | 82 | 89 | 89 | -73 | -34 | 30 | 73 |
| -23 | 103 | 118 | 118 | -54 | 57 | 64 | 64 |
| -6 | 133 | 152 | 152 | -28 | 75 | 125 | 125 |
| -31 | -21 | 36 | 36 | -22 | 21 | 55 | 55 |
| -58 | -56 | 49 | 58 | -15 | 16 | 86 | 86 |
| -26 | 0 | 51 | 51 | -33 | 106 | 116 | 116 |
| -41 | -23 | 27 | 41 | -104 | -63 | 28 | 104 |
| -64 | 99 | 106 | 106 | -62 | 71 | 96 | 96 |
| -87 | -40 | 10 | 87 | -57 | -36 | 38 | 57 |
| -7 | 2 | 87 | 87 | -5 | 24 | 68 | 68 |
| -60 | 56 | 74 | 74 | -39 | 88 | 89 | 89 |
| -146 | -142 | 10 | 146 | -38 | -2 | 67 | 67 |
| -51 | 67 | 104 | 104 | -62 | -37 | 3 | 62 |
| -37 | -2 | 11 | 37 | 1 | 26 | 72 | 72 |
| -106 | -97 | 18 | 106 | -64 | 47 | 61 | 64 |
| -26 | -20 | 61 | 61 | -31 | -6 | 35 | 35 |
| -5 | 119 | 152 | 152 | -36 | 1 | 56 | 56 |
| -84 | -82 | 54 | 84 | -69 | -8 | 40 | 69 |
| -30 | 50 | 79 | 79 | -20 | -2 | 70 | 70 |
| -31 | -21 | 75 | 75 | -152 | -133 | 14 | 152 |
| -25 | 57 | 96 | 96 | -82 | -19 | 15 | 82 |
| -77 | -64 | 1 | 77 | -1 | 30 | 81 | 81 |
| -83 | -47 | 24 | 83 | -70 | -69 | 20 | 70 |
| -97 | -63 | 22 | 97 | -43 | 1 | 26 | 43 |
| -2 | 98 | 122 | 122 | -90 | -62 | 33 | 90 |
| -41 | -11 | 73 | 73 | -46 | -3 | 51 | 51 |
| -1 | 76 | 88 | 88 | -18 | -10 | 51 | 51 |
| -99 | -73 | 3 | 99 | -28 | 101 | 114 | 114 |
| -41 | 40 | 45 | 45 | -48 | 0 | 81 | 81 |
| -21 | 98 | 104 | 104 | -38 | 50 | 61 | 61 |
| -11 | 125 | 126 | 126 | -79 | -45 | 4 | 79 |
| -59 | -45 | 9 | 59 | -55 | 33 | 46 | 55 |
| -43 | -43 | 42 | 43 | -79 | 43 | 50 | 79 |
| -147 | -75 | 2 | 147 | -1 | 167 | 174 | 174 |
| -34 | 34 | 62 | 62 | -41 | -24 | 56 | 56 |
| -70 | -9 | 29 | 70 | -25 | 103 | 113 | 113 |
| -58 | -36 | 26 | 58 | -118 | -84 | 2 | 118 |
| -122 | -108 | 1 | 122 | -73 | -72 | 31 | 73 |
| -101 | -19 | 6 | 101 | 1 | 57 | 130 | 130 |
| -28 | 4 | 50 | 50 | -31 | 70 | 76 | 76 |
| -36 | 32 | 40 | 40 | -58 | -58 | 51 | 58 |
| -60 | -58 | 54 | 60 | -35 | 10 | 39 | 39 |
| -32 | 0 | 14 | 32 | -32 | 6 | 30 | 32 |
| -75 | 57 | 64 | 75 | -16 | 107 | 119 | 119 |
| -126 | -92 | 6 | 126 | -5 | 96 | 96 | 96 |
| -53 | -19 | 15 | 53 | -65 | -25 | 38 | 65 |
| -158 | -94 | 5 | 158 | -42 | -36 | 61 | 61 |
| -81 | -31 | 19 | 81 | -30 | 7 | 72 | 72 |
| -87 | 39 | 54 | 87 | -54 | 123 | 126 | 126 |
| -35 | -22 | 47 | 47 | -31 | 176 | 176 | 176 |
| -8 | 77 | 162 | 162 | -56 | 101 | 105 | 105 |
| -33 | 10 | 19 | 33 | -27 | 126 | 142 | 142 |
| -8 | 72 | 107 | 107 | -121 | -30 | 21 | 121 |
| -51 | 20 | 28 | 51 | -78 | -12 | 13 | 78 |
| -21 | 41 | 58 | 58 | -60 | -27 | 34 | 60 |
| -59 | -30 | 1 | 59 | -33 | 40 | 58 | 58 |
| -87 | -76 | 15 | 87 | -18 | 88 | 94 | 94 |
| -57 | 4 | 59 | 59 | -227 | -198 | 5 | 227 |
| -24 | 39 | 76 | 76 | -76 | 11 | 31 | 76 |
| -8 | 57 | 134 | 134 | -4 | 211 | 223 | 223 |
| -129 | -119 | 23 | 129 | -10 | 67 | 109 | 109 |
| -19 | -19 | 74 | 74 | -209 | -193 | 17 | 209 |
| -20 | 5 | 76 | 76 | -83 | -59 | 35 | 83 |
| -104 | -45 | 2 | 104 | -7 | 149 | 150 | 150 |
| -47 | -45 | 37 | 47 | -37 | -31 | 50 | 50 |
| -20 | 25 | 66 | 66 | -90 | -45 | 38 | 90 |
| -138 | -132 | 27 | 138 | -40 | 22 | 62 | 62 |
| -110 | -103 | 22 | 110 | -148 | -133 | 6 | 148 |
| -12 | 31 | 102 | 102 | -70 | -21 | 7 | 70 |
| -21 | 16 | 52 | 52 | -10 | 40 | 106 | 106 |
| -132 | -71 | 28 | 132 | -55 | -55 | 23 | 55 |
| -11 | 39 | 53 | 53 | -15 | 143 | 194 | 194 |
| -99 | -99 | 20 | 99 | -7 | 71 | 82 | 82 |
| -75 | 56 | 56 | 75 | -56 | 20 | 38 | 56 |
| -83 | -73 | 48 | 83 | -96 | -35 | 0 | 96 |
| -124 | -32 | 12 | 124 | -33 | 58 | 128 | 128 |
| -46 | 54 | 71 | 71 | -92 | -88 | 42 | 92 |
| -67 | 48 | 49 | 67 | -112 | -68 | 31 | 112 |
| -59 | -51 | 27 | 59 | -50 | -43 | 86 | 86 |
| -112 | -59 | -1 | 112 | -49 | -47 | 25 | 49 |
| -50 | -17 | 14 | 50 | -43 | 17 | 34 | 43 |
| -129 | -112 | 16 | 129 | -49 | 18 | 35 | 49 |
| -36 | -24 | 61 | 61 | -17 | -10 | 54 | 54 |
| -138 | -89 | 14 | 138 | -1 | 75 | 113 | 113 |
| -64 | -7 | 30 | 64 | -32 | 17 | 42 | 42 |
| -11 | 114 | 130 | 130 | -54 | 4 | 27 | 54 |
| -95 | -57 | 40 | 95 | -38 | 69 | 89 | 89 |
| -6 | 127 | 139 | 139 | -32 | 31 | 53 | 53 |
| -130 | -98 | 3 | 130 | -11 | 112 | 120 | 120 |
| -90 | -64 | 2 | 90 | -68 | -58 | 13 | 68 |
| -8 | 20 | 54 | 54 | -15 | 70 | 99 | 99 |
| -198 | -194 | 14 | 198 | -25 | 0 | 58 | 58 |
| -82 | -26 | -1 | 82 | -40 | -18 | 30 | 40 |
