| min | final | max | max abs |
| -33 | 46 | 50 | 50 |
| -14 | 2 | 38 | 38 |
| -39 | 14 | 34 | 39 |
| -6 | 102 | 120 | 120 |
| -57 | -4 | 26 | 57 |
| -10 | 44 | 72 | 72 |
| -50 | -4 | 25 | 50 |
| -90 | -36 | 6 | 90 |
| -37 | -32 | 41 | 41 |
| -91 | 18 | 19 | 91 |
| -54 | 24 | 32 | 54 |
| -22 | 10 | 52 | 52 |
| -4 | 38 | 67 | 67 |
| -3 | 30 | 74 | 74 |
| -2 | 62 | 70 | 70 |
| -80 | -20 | 26 | 80 |
| -8 | 88 | 97 | 97 |
| -25 | 16 | 55 | 55 |
| -49 | -36 | 11 | 49 |
| -1 | 72 | 124 | 124 |
| -66 | -32 | 6 | 66 |
| -76 | 16 | 23 | 76 |
| -102 | -50 | 3 | 102 |
| -15 | 4 | 87 | 87 |
| -51 | 16 | 44 | 51 |
| -28 | 28 | 37 | 37 |
| -14 | 60 | 88 | 88 |
| -7 | 84 | 103 | 103 |
| -7 | 80 | 96 | 96 |
| -9 | 2 | 68 | 68 |
| -6 | 24 | 67 | 67 |
| -70 | -22 | 38 | 70 |
| -27 | 64 | 88 | 88 |
| -11 | -2 | 60 | 60 |
| -6 | 26 | 101 | 101 |
| -3 | 48 | 64 | 64 |
| -61 | -26 | 28 | 61 |
| -131 | -82 | 1 | 131 |
| -4 | 86 | 107 | 107 |
| -134 | -128 | 9 | 134 |
| -54 | -38 | 16 | 54 |
| -70 | -58 | 19 | 70 |
| -27 | -24 | 35 | 35 |
| -56 | -12 | 7 | 56 |
| -66 | -44 | 5 | 66 |
| -66 | -50 | 49 | 66 |
| -41 | -26 | 42 | 42 |
| -27 | 14 | 32 | 32 |
| -8 | 66 | 71 | 71 |
| -53 | -6 | 56 | 56 |
| -9 | 6 | 80 | 80 |
| -51 | 54 | 71 | 71 |
| -6 | 40 | 80 | 80 |
| -108 | -92 | 21 | 108 |
| -66 | -16 | -1 | 66 |
| -24 | 30 | 72 | 72 |
| -14 | 38 | 54 | 54 |
| -81 | -54 | 41 | 81 |
| -66 | -44 | 4 | 66 |
| -137 | -86 | 3 | 137 |
| -5 | 104 | 121 | 121 |
| -35 | -30 | 48 | 48 |
| -83 | -44 | 19 | 83 |
| -110 | -98 | 11 | 110 |
| -13 | 12 | 55 | 55 |
| -2 | 102 | 111 | 111 |
| -124 | -100 | -1 | 124 |
| -84 | -82 | 3 | 84 |
| -81 | -66 | 1 | 81 |
| -20 | -2 | 49 | 49 |
| -6 | 40 | 93 | 93 |
| -49 | -20 | 11 | 49 |
| -125 | -110 | 10 | 125 |
| -78 | -58 | 61 | 78 |
| -20 | 94 | 117 | 117 |
| -8 | 58 | 108 | 108 |
| -43 | 2 | 21 | 43 |
| -29 | 26 | 76 | 76 |
| -80 | -70 | 12 | 80 |
| -112 | -102 | 6 | 112 |
| -56 | -52 | 60 | 60 |
| -10 | -4 | 45 | 45 |
| -34 | -4 | 32 | 34 |
| -61 | 64 | 75 | 75 |
| -39 | -10 | 62 | 62 |
| -88 | -70 | 2 | 88 |
| -1 | 120 | 155 | 155 |
| -97 | -68 | 3 | 97 |
| -7 | 30 | 91 | 91 |
| -89 | 38 | 57 | 89 |
| -134 | -62 | 18 | 134 |
| -51 | -14 | 24 | 51 |
| -24 | 38 | 51 | 51 |
| -3 | 138 | 139 | 139 |
| -24 | -8 | 52 | 52 |
| -58 | -8 | 49 | 58 |
| -66 | 24 | 43 | 66 |
| -9 | 66 | 98 | 98 |
| -14 | -14 | 59 | 59 |
| -37 | 48 | 70 | 70 |
| -60 | -16 | 33 | 60 |
| -93 | -90 | 13 | 93 |
| -94 | -94 | 18 | 94 |
| -5 | 82 | 116 | 116 |
| -30 | 130 | 147 | 147 |
| -40 | -34 | 60 | 60 |
| -7 | 126 | 137 | 137 |
| -40 | 58 | 75 | 75 |
| -28 | 10 | 65 | 65 |
| -9 | 42 | 82 | 82 |
| -37 | -2 | 37 | 37 |
| -37 | -18 | 22 | 37 |
| -78 | -6 | 13 | 78 |
| -26 | 40 | 75 | 75 |
| -63 | -12 | 8 | 63 |
| -2 | 94 | 96 | 96 |
| -11 | 36 | 55 | 55 |
| -39 | 40 | 76 | 76 |
| -88 | -68 | 34 | 88 |
| -27 | -22 | 69 | 69 |
| -9 | 112 | 114 | 114 |
| -20 | 32 | 36 | 36 |
| -41 | 84 | 86 | 86 |
| -81 | -26 | 18 | 81 |
| -120 | -100 | 40 | 120 |
| -75 | -48 | 4 | 75 |
| -85 | -14 | 6 | 85 |
| -153 | -82 | 3 | 153 |
| -58 | -36 | 37 | 58 |
| -84 | 30 | 52 | 84 |
| -4 | 130 | 131 | 131 |
| -158 | -156 | 11 | 158 |
| -167 | -126 | 6 | 167 |
| -69 | -8 | 17 | 69 |
| -46 | 18 | 38 | 46 |
| -16 | 20 | 55 | 55 |
| -85 | -62 | 20 | 85 |
| -55 | -40 | 42 | 55 |
| -3 | 36 | 105 | 105 |
| -33 | -20 | 27 | 33 |
| -73 | -12 | 8 | 73 |
| -19 | 18 | 60 | 60 |
| -4 | 64 | 87 | 87 |
| -13 | 28 | 49 | 49 |
| -74 | -20 | 48 | 74 |
| -40 | 92 | 97 | 97 |
| -6 | 66 | 78 | 78 |
| -43 | -10 | 43 | 43 |
| -16 | 80 | 105 | 105 |
| -50 | -14 | 15 | 50 |
| -58 | 10 | 39 | 58 |
| -160 | -150 | 3 | 160 |
| -31 | -2 | 14 | 31 |
| -99 | -98 | 45 | 99 |
| -107 | -94 | 13 | 107 |
| -19 | 12 | 45 | 45 |
| -62 | 26 | 48 | 62 |
| -44 | -30 | 23 | 44 |
| -81 | -32 | 2 | 81 |
| -20 | 132 | 148 | 148 |
| -7 | 114 | 171 | 171 |
| -45 | -20 | 24 | 45 |
| -21 | 108 | 114 | 114 |
| -47 | -26 | 26 | 47 |
| -36 | 26 | 52 | 52 |
| -23 | -10 | 73 | 73 |
| -135 | -120 | 15 | 135 |
| -16 | 56 | 68 | 68 |
| -1 | 118 | 122 | 122 |
| -73 | -48 | 8 | 73 |
| -12 | -8 | 74 | 74 |
| -137 | -124 | 13 | 137 |
| -61 | 26 | 53 | 61 |
| -57 | -38 | 27 | 57 |
| -25 | 34 | 36 | 36 |
| -41 | -22 | 55 | 55 |
| -36 | -32 | 76 | 76 |
| -71 | -34 | 46 | 71 |
| -192 | -180 | 13 | 192 |
| -71 | -38 | 16 | 71 |
| -4 | 74 | 105 | 105 |
| -88 | -10 | 6 | 88 |
| 1 | 108 | 109 | 109 |
| -157 | -120 | 11 | 157 |
| -12 | 92 | 93 | 93 |
| -18 | 44 | 68 | 68 |
| -62 | -2 | 21 | 62 |
| -12 | 72 | 97 | 97 |
| -24 | -14 | 53 | 53 |
| -25 | -12 | 44 | 44 |
| -63 | -32 | 33 | 63 |
| -71 | -36 | 8 | 71 |
| -10 | 50 | 87 | 87 |
| -76 | -36 | 47 | 76 |
| -45 | -8 | 25 | 45 |
| -123 | -120 | 8 | 123 |
| -61 | -20 | 14 | 61 |
| -76 | -20 | 23 | 76 |
| -28 | 70 | 86 | 86 |
| -28 | 86 | 94 | 94 |
| -26 | -12 | 30 | 30 |
| -47 | 0 | 23 | 47 |
| -26 | 46 | 75 | 75 |
| -27 | 10 | 75 | 75 |
| -77 | -28 | 43 | 77 |
| -91 | -88 | 19 | 91 |
| -49 | 54 | 63 | 63 |
| -13 | 92 | 112 | 112 |
| -68 | -40 | 17 | 68 |
| -8 | 128 | 134 | 134 |
| -31 | -18 | 32 | 32 |
| -121 | -112 | 9 | 121 |
| -69 | -50 | 8 | 69 |
| -32 | -6 | 40 | 40 |
| -58 | -54 | 45 | 58 |
| -10 | 76 | 89 | 89 |
| -139 | -80 | 7 | 139 |
| -50 | -10 | 16 | 50 |
| -87 | -52 | 14 | 87 |
| -21 | -10 | 42 | 42 |
| -79 | -28 | 10 | 79 |
| -17 | 2 | 38 | 38 |
| -99 | -98 | 25 | 99 |
| -43 | 14 | 22 | 43 |
| -31 | -28 | 56 | 56 |
| -13 | 18 | 60 | 60 |
| -47 | -44 | 34 | 47 |
| -102 | -84 | 10 | 102 |
| -4 | 76 | 93 | 93 |
| -26 | 38 | 59 | 59 |
| -57 | 42 | 51 | 57 |
| -36 | -34 | 25 | 36 |
| -37 | 64 | 66 | 66 |
| -4 | 46 | 56 | 56 |
| -47 | -14 | 44 | 47 |
| -74 | -64 | 13 | 74 |
| -83 | -80 | 34 | 83 |
| -36 | 16 | 38 | 38 |
| -42 | 60 | 73 | 73 |
| -57 | -6 | 17 | 57 |
| -12 | 56 | 117 | 117 |
| -9 | 0 | 49 | 49 |
| -70 | -30 | 26 | 70 |
| -15 | 14 | 37 | 37 |
| -95 | -94 | 53 | 95 |
| -33 | 42 | 44 | 44 |
| -97 | -34 | 36 | 97 |
| -49 | 32 | 41 | 49 |
| -34 | 40 | 60 | 60 |
| -72 | -38 | 19 | 72 |
| -16 | 140 | 144 | 144 |
| -70 | 4 | 14 | 70 |
| -48 | -18 | 36 | 48 |
| -49 | -22 | 20 | 49 |
| -7 | 124 | 124 | 124 |
| -110 | -102 | 46 | 110 |
| -14 | 58 | 70 | 70 |
| -42 | 50 | 77 | 77 |
| -66 | 0 | 19 | 66 |
| -29 | -16 | 38 | 38 |
| -48 | -20 | 39 | 48 |
| -119 | -84 | 22 | 119 |
| -107 | -106 | 23 | 107 |
| -116 | -114 | 25 | 116 |
| -46 | 68 | 92 | 92 |
| -15 | 46 | 55 | 55 |
| -15 | 18 | 81 | 81 |
| -17 | 50 | 71 | 71 |
| -123 | -118 | 5 | 123 |
| -65 | -20 | 14 | 65 |
| -81 | -62 | 8 | 81 |
| -48 | 52 | 57 | 57 |
| -66 | -10 | 46 | 66 |
| -15 | 84 | 96 | 96 |
| -79 | -60 | 0 | 79 |
| -38 | -24 | 22 | 38 |
| -80 | -28 | 3 | 80 |
| -2 | 68 | 85 | 85 |
| -43 | -34 | 32 | 43 |
| -173 | -142 | 15 | 173 |
| -23 | 62 | 74 | 74 |
| -58 | -48 | 29 | 58 |
| -127 | -104 | 9 | 127 |
| -81 | -68 | 13 | 81 |
| -131 | -118 | 13 | 131 |
| -30 | 14 | 41 | 41 |
| -5 | 12 | 86 | 86 |
| -81 | -62 | 9 | 81 |
| -59 | -50 | 11 | 59 |
| -46 | -30 | 18 | 46 |
| -110 | -62 | 15 | 110 |
| -70 | -58 | 19 | 70 |
| -7 | 40 | 51 | 51 |
| -70 | -52 | 28 | 70 |
| -12 | 138 | 151 | 151 |
| -104 | -90 | 31 | 104 |
| -120 | -106 | 0 | 120 |
| -80 | -20 | 4 | 80 |
| -54 | 4 | 35 | 54 |
| -33 | 20 | 67 | 67 |
| -106 | -72 | 18 | 106 |
| -98 | -26 | 13 | 98 |
| -117 | -58 | 14 | 117 |
| -1 | 38 | 102 | 102 |
| -54 | -48 | 22 | 54 |
| -12 | 126 | 130 | 130 |
| -28 | 70 | 81 | 81 |
| -77 | -26 | 15 | 77 |
| -95 | -90 | 16 | 95 |
| -58 | -34 | 6 | 58 |
| -26 | 26 | 62 | 62 |
| -54 | 56 | 82 | 82 |
| -47 | -38 | 25 | 47 |
| -3 | 122 | 134 | 134 |
| -4 | 134 | 136 | 136 |
| -21 | 36 | 47 | 47 |
| -33 | 10 | 77 | 77 |
| -20 | 36 | 80 | 80 |
| -46 | 40 | 52 | 52 |
| -5 | 32 | 76 | 76 |
| -105 | -78 | 16 | 105 |
| -24 | 10 | 44 | 44 |
| -47 | -8 | 43 | 47 |
| -141 | -128 | 7 | 141 |
| -75 | 6 | 48 | 75 |
| -8 | 78 | 93 | 93 |
| 1 | 68 | 89 | 89 |
| -15 | 96 | 108 | 108 |
| -9 | 90 | 116 | 116 |
| -55 | -8 | 25 | 55 |
| -17 | 4 | 48 | 48 |
| -11 | 18 | 53 | 53 |
| -36 | -26 | 40 | 40 |
| -154 | -102 | -1 | 154 |
| -35 | 8 | 31 | 35 |
| -5 | 64 | 79 | 79 |
| -77 | -56 | 6 | 77 |
| -76 | -32 | 26 | 76 |
| -31 | 14 | 36 | 36 |
| -17 | 8 | 37 | 37 |
| -119 | -64 | 19 | 119 |
| -58 | -32 | 22 | 58 |
| -40 | 60 | 86 | 86 |
| -48 | -12 | 28 | 48 |
| -26 | 118 | 118 | 118 |
| -7 | 40 | 75 | 75 |
| -4 | 36 | 75 | 75 |
| -5 | 60 | 84 | 84 |
| -6 | 24 | 54 | 54 |
| -149 | -132 | 4 | 149 |
| -80 | -10 | 24 | 80 |
| -92 | -72 | 20 | 92 |
| -15 | 76 | 91 | 91 |
| -19 | 108 | 117 | 117 |
| -41 | -40 | 53 | 53 |
| -49 | 16 | 20 | 49 |
| -39 | 36 | 67 | 67 |
| -60 | 18 | 39 | 60 |
| -88 | -72 | 2 | 88 |
| -46 | -2 | 15 | 46 |
| -55 | -14 | 26 | 55 |
| -38 | 8 | 29 | 38 |
| -57 | -24 | 26 | 57 |
| -88 | -86 | 3 | 88 |
| -86 | -74 | 5 | 86 |
| -55 | 12 | 21 | 55 |
| -37 | -24 | 49 | 49 |
| -35 | 16 | 26 | 35 |
| -12 | 40 | 65 | 65 |
| -100 | -64 | 27 | 100 |
| -61 | -18 | 23 | 61 |
| -26 | 86 | 94 | 94 |
| -23 | 72 | 102 | 102 |
| -16 | 92 | 120 | 120 |
| -20 | 18 | 78 | 78 |
| -78 | -32 | 1 | 78 |
| -17 | 14 | 68 | 68 |
| -44 | 48 | 48 | 48 |
| -4 | 28 | 73 | 73 |
| -28 | 22 | 52 | 52 |
| -64 | -50 | 32 | 64 |
| -126 | -122 | 21 | 126 |
| -31 | 30 | 46 | 46 |
| -98 | -98 | 40 | 98 |
| -18 | 20 | 41 | 41 |
| -43 | -34 | 51 | 51 |
| -33 | 18 | 26 | 33 |
| -34 | 2 | 28 | 34 |
| -111 | -80 | 6 | 111 |
| -78 | -56 | 14 | 78 |
| -62 | -22 | 20 | 62 |
| -11 | -4 | 78 | 78 |
| -2 | 80 | 113 | 113 |
| -9 | 64 | 66 | 66 |
| -8 | 64 | 97 | 97 |
| 1 | 58 | 86 | 86 |
| -92 | -36 | 2 | 92 |
| -65 | -60 | 11 | 65 |
| -43 | -36 | 60 | 60 |
| -3 | 64 | 87 | 87 |
| -63 | -38 | 26 | 63 |
| -18 | 72 | 77 | 77 |
| -28 | 68 | 85 | 85 |
| -68 | -42 | 10 | 68 |
| -61 | -6 | 30 | 61 |
| -105 | -36 | 2 | 105 |
| -23 | 30 | 36 | 36 |
| -63 | 76 | 99 | 99 |
| -125 | -104 | 1 | 125 |
| -26 | 26 | 39 | 39 |
| -97 | -78 | 17 | 97 |
| -30 | -6 | 53 | 53 |
| -11 | 6 | 53 | 53 |
| 0 | 52 | 70 | 70 |
| -69 | 2 | 17 | 69 |
| -60 | -56 | 20 | 60 |
| -19 | 36 | 45 | 45 |
| -44 | 66 | 72 | 72 |
| -53 | -10 | 7 | 53 |
| -3 | 80 | 87 | 87 |
| -50 | 56 | 56 | 56 |
| -84 | -34 | 0 | 84 |
| -93 | -50 | 4 | 93 |
| -37 | 20 | 28 | 37 |
| -60 | 44 | 45 | 60 |
| -116 | -98 | 6 | 116 |
| -43 | 0 | 32 | 43 |
| -50 | -18 | 74 | 74 |
| -61 | -44 | 67 | 67 |
| -83 | -18 | 6 | 83 |
| -16 | 52 | 69 | 69 |
| -93 | -92 | 11 | 93 |
| -116 | -114 | 22 | 116 |
| -58 | -44 | 31 | 58 |
| -18 | 36 | 40 | 40 |
| -39 | 50 | 105 | 105 |
| -85 | -38 | 12 | 85 |
| -2 | 76 | 89 | 89 |
| -44 | -6 | 40 | 44 |
| -45 | -32 | 42 | 45 |
| -20 | 88 | 91 | 91 |
| -58 | -14 | 26 | 58 |
| -38 | 82 | 86 | 86 |
| -102 | 16 | 18 | 102 |
| -10 | 28 | 55 | 55 |
| -7 | 70 | 110 | 110 |
| -84 | -38 | 7 | 84 |
| -127 | -104 | 32 | 127 |
| -122 | -118 | 4 | 122 |
| -12 | 8 | 38 | 38 |
| -5 | 30 | 105 | 105 |
| -29 | -4 | 40 | 40 |
| -87 | -18 | 3 | 87 |
| -75 | -46 | 25 | 75 |
| -98 | -50 | 1 | 98 |
| -88 | -80 | 0 | 88 |
| -45 | -34 | 29 | 45 |
| -41 | 4 | 20 | 41 |
| -37 | -16 | 86 | 86 |
| -99 | -58 | 5 | 99 |
| 1 | 142 | 142 | 142 |
| -9 | 106 | 122 | 122 |
| -96 | -36 | 15 | 96 |
| -11 | 158 | 197 | 197 |
| -85 | -80 | 4 | 85 |
| -24 | 2 | 37 | 37 |
| -7 | 18 | 48 | 48 |
| -98 | -74 | 7 | 98 |
| -5 | 144 | 145 | 145 |
| -18 | 52 | 92 | 92 |
| -68 | -10 | 10 | 68 |
| -29 | 86 | 88 | 88 |
| -2 | 26 | 54 | 54 |
| -12 | 70 | 83 | 83 |
| -13 | 62 | 110 | 110 |
| -43 | -12 | 24 | 43 |
| -37 | 60 | 77 | 77 |
| -21 | -4 | 81 | 81 |
| -19 | 46 | 51 | 51 |
| -170 | -156 | 15 | 170 |
| -62 | -40 | 61 | 62 |
| -10 | 78 | 93 | 93 |
| -181 | -168 | 13 | 181 |
| -16 | 90 | 123 | 123 |
| -90 | -58 | 28 | 90 |
| -45 | 106 | 127 | 127 |
| -38 | 50 | 57 | 57 |
| -71 | -58 | 20 | 71 |
| -20 | 48 | 83 | 83 |
| -9 | 64 | 104 | 104 |
| -47 | 74 | 93 | 93 |
| -31 | 148 | 156 | 156 |
| -32 | -30 | 17 | 32 |
| -16 | 80 | 84 | 84 |
| -9 | 76 | 125 | 125 |
| -18 | 56 | 113 | 113 |
| -54 | 4 | 33 | 54 |
| -61 | -40 | 34 | 61 |
| -73 | 20 | 20 | 73 |
| -19 | 24 | 39 | 39 |
| -47 | -6 | 23 | 47 |
| -126 | -88 | 45 | 126 |
| -36 | 34 | 36 | 36 |
| -16 | 46 | 84 | 84 |
| -106 | -72 | 3 | 106 |
| -63 | -56 | 48 | 63 |
| -52 | -6 | 16 | 52 |
| -21 | 76 | 85 | 85 |
| -30 | 40 | 61 | 61 |
| -47 | -40 | 51 | 51 |
| -1 | 138 | 140 | 140 |
| -66 | -40 | 4 | 66 |
| -54 | 80 | 100 | 100 |
| -59 | 2 | 15 | 59 |
| -154 | -148 | 9 | 154 |
| -23 | 78 | 89 | 89 |
| -84 | -82 | 33 | 84 |
| -75 | -54 | 10 | 75 |
| -23 | 122 | 141 | 141 |
| -44 | -12 | 10 | 44 |
| -23 | -12 | 33 | 33 |
| -91 | -90 | 11 | 91 |
| -97 | 24 | 28 | 97 |
| -2 | 30 | 58 | 58 |
| -10 | 102 | 102 | 102 |
| -14 | 12 | 99 | 99 |
| -7 | 56 | 76 | 76 |
| -3 | 92 | 105 | 105 |
| -128 | -112 | -1 | 128 |
| -85 | -48 | 22 | 85 |
| -97 | -44 | 20 | 97 |
| -71 | -4 | 30 | 71 |
| -84 | -84 | 27 | 84 |
| -81 | -68 | 7 | 81 |
| -56 | -52 | 53 | 56 |
| -7 | 56 | 64 | 64 |
| -91 | -76 | 19 | 91 |
| -66 | -56 | 35 | 66 |
| -18 | 62 | 89 | 89 |
| -77 | -58 | 17 | 77 |
| -66 | 20 | 27 | 66 |
| -11 | 30 | 37 | 37 |
| -37 | -22 | 37 | 37 |
| -183 | -174 | 10 | 183 |
| -46 | -16 | 26 | 46 |
| -15 | 6 | 43 | 43 |
| -46 | 84 | 88 | 88 |
| -44 | 12 | 15 | 44 |
| -40 | -38 | 23 | 40 |
| -51 | -38 | 31 | 51 |
| -24 | 72 | 104 | 104 |
| -5 | 24 | 59 | 59 |
| -16 | 36 | 115 | 115 |
| -74 | -64 | 1 | 74 |
| -21 | 96 | 100 | 100 |
| -2 | 32 | 89 | 89 |
| -44 | 32 | 34 | 44 |
| -2 | 180 | 187 | 187 |
| -58 | -20 | 10 | 58 |
| -107 | -74 | 7 | 107 |
| -69 | -36 | 2 | 69 |
| -27 | 80 | 93 | 93 |
| -11 | 102 | 108 | 108 |
| -32 | -4 | 46 | 46 |
| -119 | -88 | 29 | 119 |
| -23 | -12 | 67 | 67 |
| -16 | 38 | 61 | 61 |
| -16 | 104 | 106 | 106 |
| -10 | 58 | 61 | 61 |
| -132 | -112 | 14 | 132 |
| -93 | -40 | 23 | 93 |
| -35 | 30 | 30 | 35 |
| -20 | 50 | 56 | 56 |
| -69 | -44 | 16 | 69 |
| -69 | 58 | 71 | 71 |
| -141 | -130 | 12 | 141 |
| -72 | -38 | 4 | 72 |
| -71 | 12 | 21 | 71 |
| -11 | 72 | 105 | 105 |
| -130 | -124 | 10 | 130 |
| -152 | -140 | 16 | 152 |
| -87 | -42 | 27 | 87 |
| -34 | -28 | 20 | 34 |
| -16 | -2 | 48 | 48 |
| -40 | -2 | 49 | 49 |
| -41 | 40 | 50 | 50 |
| -37 | -26 | 93 | 93 |
| -36 | 14 | 47 | 47 |
| -24 | 66 | 71 | 71 |
| -89 | -70 | 14 | 89 |
| -63 | -54 | 31 | 63 |
| -51 | -14 | 55 | 55 |
| -151 | -150 | 4 | 151 |
| -8 | 94 | 96 | 96 |
| -4 | 98 | 101 | 101 |
| -1 | 42 | 113 | 113 |
| -56 | 22 | 40 | 56 |
| -12 | 96 | 140 | 140 |
| -21 | 48 | 64 | 64 |
| -105 | -42 | 2 | 105 |
| -39 | 42 | 95 | 95 |
| -18 | 60 | 99 | 99 |
| -39 | 30 | 30 | 39 |
| -49 | 22 | 57 | 57 |
| -86 | -4 | 19 | 86 |
| -16 | 86 | 117 | 117 |
| -58 | -6 | 15 | 58 |
| -49 | -40 | 26 | 49 |
| -49 | 90 | 92 | 92 |
| -12 | 2 | 41 | 41 |
| -108 | 12 | 14 | 108 |
| -37 | 2 | 61 | 61 |
| -135 | -134 | 14 | 135 |
| -43 | 18 | 30 | 43 |
| -58 | -12 | 1 | 58 |
| -37 | -32 | 37 | 37 |
| -72 | 8 | 10 | 72 |
| -30 | -20 | 39 | 39 |
| -27 | 0 | 34 | 34 |
| -24 | 42 | 51 | 51 |
| -31 | 104 | 140 | 140 |
| -3 | 8 | 99 | 99 |
| -2 | 32 | 96 | 96 |
| -29 | 54 | 54 | 54 |
| -34 | -20 | 47 | 47 |
| -16 | 76 | 102 | 102 |
| -157 | -154 | 14 | 157 |
| -31 | 40 | 43 | 43 |
| -47 | 6 | 49 | 49 |
| -69 | -4 | 10 | 69 |
| -52 | -28 | 9 | 52 |
| -28 | 0 | 57 | 57 |
| -146 | -102 | 14 | 146 |
| -26 | 96 | 98 | 98 |
| -28 | 32 | 95 | 95 |
| -49 | -38 | 18 | 49 |
| -19 | 84 | 107 | 107 |
| -30 | -14 | 56 | 56 |
| -70 | -2 | 2 | 70 |
| -48 | -28 | 10 | 48 |
| -78 | -38 | -1 | 78 |
| -110 | -106 | 14 | 110 |
| 0 | 50 | 86 | 86 |
| -32 | 26 | 42 | 42 |
| -37 | -18 | 28 | 37 |
| -81 | 2 | 32 | 81 |
| -55 | -16 | 10 | 55 |
| -132 | -106 | 14 | 132 |
| -32 | 168 | 168 | 168 |
| -32 | -8 | 21 | 32 |
| -67 | 32 | 49 | 67 |
| -65 | -48 | 54 | 65 |
| -109 | -106 | -1 | 109 |
| -13 | 58 | 85 | 85 |
| -10 | 108 | 112 | 112 |
| -30 | 28 | 62 | 62 |
| -46 | -42 | 25 | 46 |
| -40 | 8 | 26 | 40 |
| -4 | 50 | 64 | 64 |
| -5 | 38 | 75 | 75 |
| -35 | 114 | 129 | 129 |
| -32 | -28 | 48 | 48 |
| -60 | 14 | 33 | 60 |
| -136 | -108 | 17 | 136 |
| -117 | -102 | 4 | 117 |
| -38 | -34 | 37 | 38 |
| -87 | -48 | 6 | 87 |
| -79 | -58 | 7 | 79 |
| -34 | 42 | 55 | 55 |
| -32 | -32 | 46 | 46 |
| -62 | -48 | 43 | 62 |
| -136 | -116 | -1 | 136 |
| -24 | 118 | 127 | 127 |
| -41 | 40 | 62 | 62 |
| -34 | -26 | 43 | 43 |
| -40 | -36 | 56 | 56 |
| -18 | 42 | 96 | 96 |
| -12 | 100 | 120 | 120 |
| -25 | 2 | 41 | 41 |
| -51 | 0 | 30 | 51 |
| -102 | -64 | 12 | 102 |
| -27 | 8 | 33 | 33 |
| -25 | 70 | 86 | 86 |
| -45 | -40 | 16 | 45 |
| -11 | 82 | 82 | 82 |
| -135 | -68 | 19 | 135 |
| -76 | -74 | 6 | 76 |
| -38 | -8 | 41 | 41 |
| -44 | 56 | 57 | 57 |
| -3 | 70 | 76 | 76 |
| -73 | -62 | 21 | 73 |
| -84 | -54 | 29 | 84 |
| -6 | 76 | 97 | 97 |
| -80 | -54 | 25 | 80 |
| -29 | 18 | 44 | 44 |
| -73 | -34 | 1 | 73 |
| -37 | -8 | 36 | 37 |
| -105 | -74 | 5 | 105 |
| -39 | 42 | 52 | 52 |
| -71 | -52 | 6 | 71 |
| -148 | -100 | 3 | 148 |
| -10 | 28 | 95 | 95 |
| -63 | -54 | 17 | 63 |
| -74 | -16 | 15 | 74 |
| 0 | 88 | 108 | 108 |
| -50 | 26 | 61 | 61 |
| -89 | -70 | 13 | 89 |
| -8 | 52 | 89 | 89 |
| -57 | -54 | 20 | 57 |
| -86 | -82 | 21 | 86 |
| -33 | 30 | 78 | 78 |
| -47 | 44 | 50 | 50 |
| -48 | 10 | 44 | 48 |
| -1 | 104 | 140 | 140 |
| -36 | -24 | 62 | 62 |
| -99 | -72 | 3 | 99 |
| -118 | -98 | 10 | 118 |
| -92 | -50 | 16 | 92 |
| -67 | -8 | 5 | 67 |
| -68 | -34 | 6 | 68 |
| -31 | 2 | 32 | 32 |
| -65 | 50 | 53 | 65 |
| -45 | -14 | 29 | 45 |
| -24 | 62 | 62 | 62 |
| -26 | 10 | 38 | 38 |
| -19 | 24 | 98 | 98 |
| -109 | -70 | 3 | 109 |
| -104 | -86 | 2 | 104 |
| -40 | 36 | 55 | 55 |
| -23 | 32 | 39 | 39 |
| -24 | 46 | 73 | 73 |
| 1 | 64 | 106 | 106 |
| -85 | -12 | 10 | 85 |
| -64 | 146 | 171 | 171 |
| -43 | 20 | 22 | 43 |
| -24 | 102 | 118 | 118 |
| -107 | -50 | 4 | 107 |
| -24 | -8 | 28 | 28 |
| -14 | -2 | 45 | 45 |
| -12 | 82 | 150 | 150 |
| -89 | -84 | 18 | 89 |
| -38 | 20 | 37 | 38 |
| -53 | -42 | 34 | 53 |
| -22 | 88 | 102 | 102 |
| -25 | 80 | 81 | 81 |
| -28 | 26 | 40 | 40 |
| -41 | -14 | 52 | 52 |
| -95 | -88 | 53 | 95 |
| -32 | -4 | 24 | 32 |
| -96 | -88 | 2 | 96 |
| -18 | 100 | 103 | 103 |
| -15 | 72 | 104 | 104 |
| -125 | -80 | 3 | 125 |
| -21 | -10 | 65 | 65 |
| -114 | -102 | 3 | 114 |
| -19 | 10 | 66 | 66 |
| -20 | 138 | 138 | 138 |
| -10 | 30 | 116 | 116 |
| -84 | -6 | 19 | 84 |
| -123 | -110 | 3 | 123 |
| -76 | -52 | 10 | 76 |
| -46 | -24 | 23 | 46 |
| -121 | -62 | 27 | 121 |
| -17 | 0 | 61 | 61 |
| -3 | 84 | 89 | 89 |
| -155 | -152 | 5 | 155 |
| -119 | -84 | 1 | 119 |
| -28 | 152 | 165 | 165 |
| -81 | -70 | 10 | 81 |
| -44 | -40 | 33 | 44 |
| -95 | -88 | 37 | 95 |
| -11 | 180 | 182 | 182 |
| -30 | 24 | 48 | 48 |
| -27 | -26 | 54 | 54 |
| -27 | 40 | 70 | 70 |
| -84 | -76 | 10 | 84 |
| -8 | 38 | 54 | 54 |
